Versione tensorfolow: 2.1.0

Adam-HD, alpha_0=0.1, beta= 10^-4 (MNIST).
Epoch 21, Loss: 0.25792, Accuracy: 92.71, Test Loss: 0.26895, Test Accuracy: 92.6, Time:   11.2s
Epoch 22, Loss: 0.24521, Accuracy: 93.34, Test Loss: 0.2708, Test Accuracy: 92.24, Time:   11.7s
Epoch 23, Loss: 0.25435, Accuracy: 92.88, Test Loss: 0.27106, Test Accuracy: 92.46, Time:   11.8s
Epoch 24, Loss: 0.24568, Accuracy: 93.09, Test Loss: 0.26761, Test Accuracy: 92.49, Time:   11.8s
Epoch 25, Loss: 0.24658, Accuracy: 93.2, Test Loss: 0.27987, Test Accuracy: 92.42, Time:   12.7s
Epoch 26, Loss: 0.25029, Accuracy: 92.95, Test Loss: 0.27307, Test Accuracy: 92.48, Time:   12.8s
Epoch 27, Loss: 0.24541, Accuracy: 93.2, Test Loss: 0.26685, Test Accuracy: 92.65, Time:   12.3s
Epoch 28, Loss: 0.24696, Accuracy: 93.11, Test Loss: 0.2776, Test Accuracy: 92.03, Time:   12.5s
Epoch 29, Loss: 0.24549, Accuracy: 93.16, Test Loss: 0.26729, Test Accuracy: 92.43, Time:   12.0s
Epoch 30, Loss: 0.24561, Accuracy: 93.14, Test Loss: 0.28004, Test Accuracy: 91.88, Time:   11.5s
Epoch 31, Loss: 0.2481, Accuracy: 93.07, Test Loss: 0.26863, Test Accuracy: 92.47, Time:   11.4s
Epoch 32, Loss: 0.24469, Accuracy: 93.14, Test Loss: 0.26574, Test Accuracy: 92.62, Time:   11.3s
Epoch 33, Loss: 0.24332, Accuracy: 93.19, Test Loss: 0.26601, Test Accuracy: 92.65, Time:   11.3s
Epoch 34, Loss: 0.24216, Accuracy: 93.26, Test Loss: 0.26684, Test Accuracy: 92.51, Time:   11.2s
Epoch 35, Loss: 0.24715, Accuracy: 93.04, Test Loss: 0.26544, Test Accuracy: 92.71, Time:   11.2s
Epoch 36, Loss: 0.24328, Accuracy: 93.27, Test Loss: 0.26786, Test Accuracy: 92.52, Time:   11.2s
Epoch 37, Loss: 0.24394, Accuracy: 93.19, Test Loss: 0.26843, Test Accuracy: 92.65, Time:   9.3s
Epoch 38, Loss: 0.24905, Accuracy: 93.07, Test Loss: 0.2663, Test Accuracy: 92.55, Time:   9.1s
Epoch 39, Loss: 0.2449, Accuracy: 93.14, Test Loss: 0.28785, Test Accuracy: 91.88, Time:   9.3s
Epoch 40, Loss: 0.25897, Accuracy: 92.76, Test Loss: 0.27282, Test Accuracy: 92.56, Time:   9.2s
Epoch 41, Loss: 0.24285, Accuracy: 93.25, Test Loss: 0.27409, Test Accuracy: 92.48, Time:   9.2s
Epoch 42, Loss: 0.24494, Accuracy: 93.17, Test Loss: 0.27453, Test Accuracy: 92.44, Time:   9.2s
Epoch 43, Loss: 0.24318, Accuracy: 93.19, Test Loss: 0.27344, Test Accuracy: 92.55, Time:   9.1s
Epoch 44, Loss: 0.24193, Accuracy: 93.27, Test Loss: 0.27965, Test Accuracy: 92.17, Time:   9.1s
Epoch 45, Loss: 0.24422, Accuracy: 93.15, Test Loss: 0.27093, Test Accuracy: 92.51, Time:   9.2s
Epoch 46, Loss: 0.24001, Accuracy: 93.26, Test Loss: 0.26982, Test Accuracy: 92.62, Time:   9.1s
Epoch 47, Loss: 0.23764, Accuracy: 93.35, Test Loss: 0.274, Test Accuracy: 92.34, Time:   9.3s
Epoch 48, Loss: 0.24188, Accuracy: 93.26, Test Loss: 0.26734, Test Accuracy: 92.61, Time:   10.8s
Epoch 49, Loss: 0.23862, Accuracy: 93.42, Test Loss: 0.27071, Test Accuracy: 92.56, Time:   10.8s
Epoch 50, Loss: 0.24266, Accuracy: 93.26, Test Loss: 0.27539, Test Accuracy: 92.66, Time:   8.9s

Adam, alpha=0.001, (MNIST).
Epoch 1, Loss: 0.85618, Accuracy: 80.08, Test Loss: 0.58957, Test Accuracy: 86.2, Time:   7.2s
Epoch 2, Loss: 0.5558, Accuracy: 86.44, Test Loss: 0.48916, Test Accuracy: 88.04, Time:   7.6s
Epoch 3, Loss: 0.487, Accuracy: 87.63, Test Loss: 0.44303, Test Accuracy: 88.98, Time:   6.3s
Epoch 4, Loss: 0.45014, Accuracy: 88.27, Test Loss: 0.4153, Test Accuracy: 89.48, Time:   7.3s
Epoch 5, Loss: 0.42628, Accuracy: 88.78, Test Loss: 0.39631, Test Accuracy: 89.86, Time:   7.0s
Epoch 6, Loss: 0.40916, Accuracy: 89.06, Test Loss: 0.38264, Test Accuracy: 90.16, Time:   7.0s
Epoch 7, Loss: 0.39605, Accuracy: 89.34, Test Loss: 0.37174, Test Accuracy: 90.27, Time:   7.4s
Epoch 8, Loss: 0.38578, Accuracy: 89.5, Test Loss: 0.36286, Test Accuracy: 90.38, Time:   6.4s
Epoch 9, Loss: 0.37734, Accuracy: 89.66, Test Loss: 0.35598, Test Accuracy: 90.52, Time:   7.2s
Epoch 10, Loss: 0.37032, Accuracy: 89.81, Test Loss: 0.34963, Test Accuracy: 90.63, Time:   6.3s
Epoch 11, Loss: 0.36435, Accuracy: 89.92, Test Loss: 0.34472, Test Accuracy: 90.74, Time:   6.8s
Epoch 12, Loss: 0.35925, Accuracy: 90.06, Test Loss: 0.34023, Test Accuracy: 90.79, Time:   6.2s
Epoch 13, Loss: 0.35474, Accuracy: 90.14, Test Loss: 0.33672, Test Accuracy: 90.91, Time:   6.4s
Epoch 14, Loss: 0.35086, Accuracy: 90.24, Test Loss: 0.3332, Test Accuracy: 91.03, Time:   6.4s
Epoch 15, Loss: 0.34728, Accuracy: 90.3, Test Loss: 0.33012, Test Accuracy: 91.07, Time:   6.4s
Epoch 16, Loss: 0.34418, Accuracy: 90.41, Test Loss: 0.32722, Test Accuracy: 91.02, Time:   6.4s
Epoch 17, Loss: 0.34142, Accuracy: 90.45, Test Loss: 0.32473, Test Accuracy: 91.08, Time:   6.4s
Epoch 18, Loss: 0.33874, Accuracy: 90.53, Test Loss: 0.32301, Test Accuracy: 91.19, Time:   6.9s
Epoch 19, Loss: 0.33647, Accuracy: 90.57, Test Loss: 0.32051, Test Accuracy: 91.22, Time:   8.3s
Epoch 20, Loss: 0.33431, Accuracy: 90.62, Test Loss: 0.31875, Test Accuracy: 91.22, Time:   7.1s
Epoch 21, Loss: 0.33227, Accuracy: 90.66, Test Loss: 0.31712, Test Accuracy: 91.22, Time:   9.5s
Epoch 22, Loss: 0.33029, Accuracy: 90.72, Test Loss: 0.31544, Test Accuracy: 91.26, Time:   9.2s
Epoch 23, Loss: 0.32865, Accuracy: 90.77, Test Loss: 0.31415, Test Accuracy: 91.23, Time:   7.4s
Epoch 24, Loss: 0.327, Accuracy: 90.78, Test Loss: 0.31264, Test Accuracy: 91.32, Time:   8.5s
Epoch 25, Loss: 0.32562, Accuracy: 90.82, Test Loss: 0.31148, Test Accuracy: 91.32, Time:   8.5s
Epoch 26, Loss: 0.32406, Accuracy: 90.86, Test Loss: 0.31014, Test Accuracy: 91.41, Time:   7.7s
Epoch 27, Loss: 0.32272, Accuracy: 90.91, Test Loss: 0.30906, Test Accuracy: 91.48, Time:   6.5s
Epoch 28, Loss: 0.32149, Accuracy: 90.95, Test Loss: 0.30801, Test Accuracy: 91.45, Time:   6.8s
Epoch 29, Loss: 0.3203, Accuracy: 90.97, Test Loss: 0.30705, Test Accuracy: 91.49, Time:   7.5s
Epoch 30, Loss: 0.31912, Accuracy: 91.01, Test Loss: 0.30617, Test Accuracy: 91.47, Time:   7.8s
Epoch 31, Loss: 0.31808, Accuracy: 91.03, Test Loss: 0.3052, Test Accuracy: 91.52, Time:   7.8s
Epoch 32, Loss: 0.31705, Accuracy: 91.06, Test Loss: 0.30445, Test Accuracy: 91.53, Time:   6.6s
Epoch 33, Loss: 0.31614, Accuracy: 91.05, Test Loss: 0.3035, Test Accuracy: 91.5, Time:   6.3s
Epoch 34, Loss: 0.31514, Accuracy: 91.09, Test Loss: 0.30275, Test Accuracy: 91.53, Time:   6.9s
Epoch 35, Loss: 0.31426, Accuracy: 91.08, Test Loss: 0.30224, Test Accuracy: 91.57, Time:   6.5s
Epoch 36, Loss: 0.31335, Accuracy: 91.12, Test Loss: 0.30138, Test Accuracy: 91.57, Time:   6.2s
Epoch 37, Loss: 0.31259, Accuracy: 91.14, Test Loss: 0.30066, Test Accuracy: 91.59, Time:   6.3s
Epoch 38, Loss: 0.31176, Accuracy: 91.16, Test Loss: 0.30003, Test Accuracy: 91.61, Time:   6.3s
Epoch 39, Loss: 0.31108, Accuracy: 91.18, Test Loss: 0.29936, Test Accuracy: 91.63, Time:   6.3s
Epoch 40, Loss: 0.31029, Accuracy: 91.21, Test Loss: 0.29885, Test Accuracy: 91.67, Time:   5.9s
Epoch 41, Loss: 0.30958, Accuracy: 91.23, Test Loss: 0.29818, Test Accuracy: 91.65, Time:   5.9s
Epoch 42, Loss: 0.30892, Accuracy: 91.26, Test Loss: 0.29768, Test Accuracy: 91.69, Time:   5.9s
Epoch 43, Loss: 0.30823, Accuracy: 91.29, Test Loss: 0.29717, Test Accuracy: 91.67, Time:   5.7s
Epoch 44, Loss: 0.30766, Accuracy: 91.29, Test Loss: 0.29667, Test Accuracy: 91.66, Time:   5.8s
Epoch 45, Loss: 0.30708, Accuracy: 91.31, Test Loss: 0.2962, Test Accuracy: 91.67, Time:   5.7s
Epoch 46, Loss: 0.30648, Accuracy: 91.33, Test Loss: 0.29573, Test Accuracy: 91.69, Time:   5.8s
Epoch 47, Loss: 0.30589, Accuracy: 91.36, Test Loss: 0.29528, Test Accuracy: 91.72, Time:   5.9s
Epoch 48, Loss: 0.30533, Accuracy: 91.36, Test Loss: 0.29479, Test Accuracy: 91.71, Time:   5.9s
Epoch 49, Loss: 0.30485, Accuracy: 91.37, Test Loss: 0.29435, Test Accuracy: 91.72, Time:   6.0s
Epoch 50, Loss: 0.30433, Accuracy: 91.4, Test Loss: 0.29407, Test Accuracy: 91.75, Time:   5.9s

Adam-HD, alpha_0=0.0001, beta= 10^-4 (MNIST).
Epoch 1, Loss: 0.37211, Accuracy: 89.69, Test Loss: 0.29025, Test Accuracy: 91.56, Time:   8.6s
Epoch 2, Loss: 0.28106, Accuracy: 92.11, Test Loss: 0.2729, Test Accuracy: 92.2, Time:   8.6s
Epoch 3, Loss: 0.27474, Accuracy: 92.43, Test Loss: 0.26727, Test Accuracy: 92.44, Time:   8.5s
Epoch 4, Loss: 0.27009, Accuracy: 92.42, Test Loss: 0.27357, Test Accuracy: 91.95, Time:   8.8s
Epoch 5, Loss: 0.26678, Accuracy: 92.62, Test Loss: 0.26572, Test Accuracy: 92.56, Time:   8.5s
Epoch 6, Loss: 0.26295, Accuracy: 92.65, Test Loss: 0.267, Test Accuracy: 92.55, Time:   8.7s
Epoch 7, Loss: 0.2626, Accuracy: 92.67, Test Loss: 0.26688, Test Accuracy: 92.64, Time:   9.0s
Epoch 8, Loss: 0.25969, Accuracy: 92.77, Test Loss: 0.27425, Test Accuracy: 92.2, Time:   8.8s
Epoch 9, Loss: 0.25917, Accuracy: 92.81, Test Loss: 0.27705, Test Accuracy: 92.27, Time:   8.5s
Epoch 10, Loss: 0.26267, Accuracy: 92.62, Test Loss: 0.27851, Test Accuracy: 91.97, Time:   8.8s
Epoch 11, Loss: 0.25976, Accuracy: 92.77, Test Loss: 0.27089, Test Accuracy: 92.34, Time:   8.8s
Epoch 12, Loss: 0.25693, Accuracy: 92.89, Test Loss: 0.27691, Test Accuracy: 92.26, Time:   8.7s
Epoch 13, Loss: 0.25677, Accuracy: 92.89, Test Loss: 0.27112, Test Accuracy: 92.36, Time:   9.0s
Epoch 14, Loss: 0.25968, Accuracy: 92.79, Test Loss: 0.2658, Test Accuracy: 92.58, Time:   8.8s
Epoch 15, Loss: 0.25801, Accuracy: 92.83, Test Loss: 0.27171, Test Accuracy: 92.34, Time:   9.0s
Epoch 16, Loss: 0.25822, Accuracy: 92.8, Test Loss: 0.27184, Test Accuracy: 92.07, Time:   8.9s
Epoch 17, Loss: 0.25438, Accuracy: 92.91, Test Loss: 0.26958, Test Accuracy: 92.51, Time:   11.0s
Epoch 18, Loss: 0.2512, Accuracy: 92.99, Test Loss: 0.27037, Test Accuracy: 92.5, Time:   22.5s
Epoch 19, Loss: 0.2576, Accuracy: 92.81, Test Loss: 0.27083, Test Accuracy: 92.4, Time:   26.1s
Epoch 20, Loss: 0.252, Accuracy: 92.93, Test Loss: 0.3037, Test Accuracy: 91.32, Time:   20.9s
Epoch 21, Loss: 0.2576, Accuracy: 92.72, Test Loss: 0.26913, Test Accuracy: 92.57, Time:   18.3s
Epoch 22, Loss: 0.245, Accuracy: 93.34, Test Loss: 0.27087, Test Accuracy: 92.27, Time:   18.6s
Epoch 23, Loss: 0.25404, Accuracy: 92.88, Test Loss: 0.27123, Test Accuracy: 92.49, Time:   16.5s
Epoch 24, Loss: 0.2455, Accuracy: 93.1, Test Loss: 0.26782, Test Accuracy: 92.47, Time:   16.4s
Epoch 25, Loss: 0.24632, Accuracy: 93.21, Test Loss: 0.28003, Test Accuracy: 92.38, Time:   17.0s
Epoch 26, Loss: 0.25012, Accuracy: 92.95, Test Loss: 0.27334, Test Accuracy: 92.51, Time:   15.9s
Epoch 27, Loss: 0.24523, Accuracy: 93.21, Test Loss: 0.26695, Test Accuracy: 92.62, Time:   17.7s
Epoch 28, Loss: 0.24678, Accuracy: 93.12, Test Loss: 0.27756, Test Accuracy: 92.03, Time:   16.1s
Epoch 29, Loss: 0.24567, Accuracy: 93.17, Test Loss: 0.26747, Test Accuracy: 92.42, Time:   17.3s
Epoch 30, Loss: 0.2454, Accuracy: 93.15, Test Loss: 0.28034, Test Accuracy: 91.88, Time:   18.2s
Epoch 31, Loss: 0.24814, Accuracy: 93.06, Test Loss: 0.26884, Test Accuracy: 92.49, Time:   17.9s
Epoch 32, Loss: 0.24456, Accuracy: 93.15, Test Loss: 0.26588, Test Accuracy: 92.59, Time:   14.2s
Epoch 33, Loss: 0.24319, Accuracy: 93.18, Test Loss: 0.26614, Test Accuracy: 92.65, Time:   12.7s
Epoch 34, Loss: 0.24199, Accuracy: 93.26, Test Loss: 0.26698, Test Accuracy: 92.52, Time:   9.6s
Epoch 35, Loss: 0.24701, Accuracy: 93.04, Test Loss: 0.26559, Test Accuracy: 92.7, Time:   9.7s
Epoch 36, Loss: 0.24313, Accuracy: 93.27, Test Loss: 0.268, Test Accuracy: 92.47, Time:   9.7s
Epoch 37, Loss: 0.24384, Accuracy: 93.19, Test Loss: 0.26855, Test Accuracy: 92.67, Time:   9.9s
Epoch 38, Loss: 0.24895, Accuracy: 93.08, Test Loss: 0.26642, Test Accuracy: 92.57, Time:   10.5s
Epoch 39, Loss: 0.24477, Accuracy: 93.16, Test Loss: 0.28794, Test Accuracy: 91.86, Time:   9.4s
Epoch 40, Loss: 0.2589, Accuracy: 92.77, Test Loss: 0.27298, Test Accuracy: 92.56, Time:   10.1s
Epoch 41, Loss: 0.24274, Accuracy: 93.24, Test Loss: 0.27423, Test Accuracy: 92.48, Time:   9.4s
Epoch 42, Loss: 0.24484, Accuracy: 93.17, Test Loss: 0.27468, Test Accuracy: 92.44, Time:   9.4s
Epoch 43, Loss: 0.24309, Accuracy: 93.19, Test Loss: 0.27368, Test Accuracy: 92.54, Time:   9.7s
Epoch 44, Loss: 0.24184, Accuracy: 93.27, Test Loss: 0.27977, Test Accuracy: 92.14, Time:   9.6s
Epoch 45, Loss: 0.24176, Accuracy: 93.23, Test Loss: 0.27099, Test Accuracy: 92.6, Time:   9.8s
Epoch 46, Loss: 0.23951, Accuracy: 93.27, Test Loss: 0.27014, Test Accuracy: 92.62, Time:   9.3s
Epoch 47, Loss: 0.23748, Accuracy: 93.37, Test Loss: 0.27481, Test Accuracy: 92.3, Time:   9.4s
Epoch 48, Loss: 0.24193, Accuracy: 93.25, Test Loss: 0.26786, Test Accuracy: 92.6, Time:   10.5s
Epoch 49, Loss: 0.23877, Accuracy: 93.38, Test Loss: 0.27035, Test Accuracy: 92.51, Time:   10.0s
Epoch 50, Loss: 0.24267, Accuracy: 93.24, Test Loss: 0.27518, Test Accuracy: 92.64, Time:   9.8s

Adam, alpha=0.0001, (MNIST).
Epoch 1, Loss: 2.02567, Accuracy: 32.19, Test Loss: 1.84055, Test Accuracy: 46.7, Time:   6.5s
Epoch 2, Loss: 1.76494, Accuracy: 51.61, Test Loss: 1.6624, Test Accuracy: 57.47, Time:   6.7s
Epoch 3, Loss: 1.6214, Accuracy: 59.8, Test Loss: 1.5417, Test Accuracy: 63.05, Time:   6.8s
Epoch 4, Loss: 1.51749, Accuracy: 64.51, Test Loss: 1.44959, Test Accuracy: 67.14, Time:   6.9s
Epoch 5, Loss: 1.43563, Accuracy: 67.65, Test Loss: 1.37512, Test Accuracy: 69.84, Time:   6.9s
Epoch 6, Loss: 1.36814, Accuracy: 69.98, Test Loss: 1.31268, Test Accuracy: 71.95, Time:   6.9s
Epoch 7, Loss: 1.31071, Accuracy: 71.68, Test Loss: 1.25906, Test Accuracy: 73.63, Time:   6.6s
Epoch 8, Loss: 1.26097, Accuracy: 73.04, Test Loss: 1.21213, Test Accuracy: 74.96, Time:   6.6s
Epoch 9, Loss: 1.21719, Accuracy: 74.22, Test Loss: 1.17058, Test Accuracy: 76.12, Time:   6.4s
Epoch 10, Loss: 1.17805, Accuracy: 75.21, Test Loss: 1.13339, Test Accuracy: 77.08, Time:   6.4s
Epoch 11, Loss: 1.14295, Accuracy: 75.9, Test Loss: 1.09984, Test Accuracy: 77.93, Time:   7.4s
Epoch 12, Loss: 1.11114, Accuracy: 76.61, Test Loss: 1.06933, Test Accuracy: 78.62, Time:   7.3s
Epoch 13, Loss: 1.0821, Accuracy: 77.24, Test Loss: 1.04147, Test Accuracy: 79.15, Time:   7.4s
Epoch 14, Loss: 1.05549, Accuracy: 77.79, Test Loss: 1.01584, Test Accuracy: 79.58, Time:   7.1s
Epoch 15, Loss: 1.03095, Accuracy: 78.27, Test Loss: 0.99222, Test Accuracy: 79.85, Time:   6.4s
Epoch 16, Loss: 1.00829, Accuracy: 78.72, Test Loss: 0.97034, Test Accuracy: 80.25, Time:   6.6s
Epoch 17, Loss: 0.98723, Accuracy: 79.1, Test Loss: 0.95001, Test Accuracy: 80.55, Time:   6.8s
Epoch 18, Loss: 0.96758, Accuracy: 79.49, Test Loss: 0.93109, Test Accuracy: 81.0, Time:   6.4s
Epoch 19, Loss: 0.94938, Accuracy: 79.82, Test Loss: 0.91337, Test Accuracy: 81.32, Time:   6.4s
Epoch 20, Loss: 0.9323, Accuracy: 80.11, Test Loss: 0.89678, Test Accuracy: 81.68, Time:   6.4s
Epoch 21, Loss: 0.91615, Accuracy: 80.36, Test Loss: 0.88122, Test Accuracy: 82.05, Time:   6.6s
Epoch 22, Loss: 0.90095, Accuracy: 80.66, Test Loss: 0.86656, Test Accuracy: 82.28, Time:   6.5s
Epoch 23, Loss: 0.88678, Accuracy: 80.88, Test Loss: 0.85275, Test Accuracy: 82.51, Time:   6.4s
Epoch 24, Loss: 0.87331, Accuracy: 81.14, Test Loss: 0.8397, Test Accuracy: 82.61, Time:   7.0s
Epoch 25, Loss: 0.86062, Accuracy: 81.37, Test Loss: 0.82733, Test Accuracy: 82.79, Time:   6.6s
Epoch 26, Loss: 0.84852, Accuracy: 81.58, Test Loss: 0.8156, Test Accuracy: 83.01, Time:   6.7s
Epoch 27, Loss: 0.83702, Accuracy: 81.75, Test Loss: 0.80448, Test Accuracy: 83.12, Time:   6.6s
Epoch 28, Loss: 0.82615, Accuracy: 81.91, Test Loss: 0.79391, Test Accuracy: 83.32, Time:   6.9s
Epoch 29, Loss: 0.81578, Accuracy: 82.1, Test Loss: 0.78385, Test Accuracy: 83.44, Time:   6.9s
Epoch 30, Loss: 0.80587, Accuracy: 82.22, Test Loss: 0.77425, Test Accuracy: 83.53, Time:   7.0s
Epoch 31, Loss: 0.79649, Accuracy: 82.37, Test Loss: 0.76509, Test Accuracy: 83.61, Time:   6.7s
Epoch 32, Loss: 0.78749, Accuracy: 82.5, Test Loss: 0.75633, Test Accuracy: 83.77, Time:   6.4s
Epoch 33, Loss: 0.77887, Accuracy: 82.67, Test Loss: 0.74795, Test Accuracy: 83.92, Time:   6.6s
Epoch 34, Loss: 0.77061, Accuracy: 82.78, Test Loss: 0.73994, Test Accuracy: 84.01, Time:   6.8s
Epoch 35, Loss: 0.76272, Accuracy: 82.91, Test Loss: 0.73226, Test Accuracy: 84.14, Time:   6.7s
Epoch 36, Loss: 0.75509, Accuracy: 83.02, Test Loss: 0.72489, Test Accuracy: 84.22, Time:   6.6s
Epoch 37, Loss: 0.74783, Accuracy: 83.16, Test Loss: 0.71781, Test Accuracy: 84.33, Time:   6.4s
Epoch 38, Loss: 0.74087, Accuracy: 83.28, Test Loss: 0.711, Test Accuracy: 84.42, Time:   6.4s
Epoch 39, Loss: 0.73419, Accuracy: 83.4, Test Loss: 0.70446, Test Accuracy: 84.52, Time:   6.6s
Epoch 40, Loss: 0.72765, Accuracy: 83.51, Test Loss: 0.69816, Test Accuracy: 84.55, Time:   6.5s
Epoch 41, Loss: 0.72136, Accuracy: 83.61, Test Loss: 0.69207, Test Accuracy: 84.63, Time:   6.4s
Epoch 42, Loss: 0.71535, Accuracy: 83.67, Test Loss: 0.68621, Test Accuracy: 84.74, Time:   6.5s
Epoch 43, Loss: 0.70953, Accuracy: 83.78, Test Loss: 0.68056, Test Accuracy: 84.83, Time:   6.8s
Epoch 44, Loss: 0.70402, Accuracy: 83.87, Test Loss: 0.6751, Test Accuracy: 84.96, Time:   6.8s
Epoch 45, Loss: 0.69853, Accuracy: 83.96, Test Loss: 0.66981, Test Accuracy: 85.02, Time:   6.6s
Epoch 46, Loss: 0.69331, Accuracy: 84.05, Test Loss: 0.66471, Test Accuracy: 85.06, Time:   6.3s
Epoch 47, Loss: 0.6882, Accuracy: 84.14, Test Loss: 0.65976, Test Accuracy: 85.13, Time:   6.2s
Epoch 48, Loss: 0.68327, Accuracy: 84.22, Test Loss: 0.65499, Test Accuracy: 85.15, Time:   6.6s
Epoch 49, Loss: 0.67859, Accuracy: 84.32, Test Loss: 0.65035, Test Accuracy: 85.16, Time:   6.7s
Epoch 50, Loss: 0.67392, Accuracy: 84.38, Test Loss: 0.64585, Test Accuracy: 85.26, Time:   6.2s

Adam-HD, alpha_0=0.00001, beta= 10^-4 (MNIST).
Epoch 1, Loss: 0.37425, Accuracy: 89.69, Test Loss: 0.28996, Test Accuracy: 91.56, Time:   9.3s
Epoch 2, Loss: 0.28077, Accuracy: 92.14, Test Loss: 0.27293, Test Accuracy: 92.19, Time:   9.3s
Epoch 3, Loss: 0.27457, Accuracy: 92.44, Test Loss: 0.26738, Test Accuracy: 92.44, Time:   12.3s
Epoch 4, Loss: 0.26985, Accuracy: 92.45, Test Loss: 0.27357, Test Accuracy: 91.97, Time:   10.7s
Epoch 5, Loss: 0.26665, Accuracy: 92.62, Test Loss: 0.26575, Test Accuracy: 92.55, Time:   9.3s
Epoch 6, Loss: 0.26291, Accuracy: 92.66, Test Loss: 0.26697, Test Accuracy: 92.54, Time:   9.4s
Epoch 7, Loss: 0.26247, Accuracy: 92.68, Test Loss: 0.26691, Test Accuracy: 92.65, Time:   10.8s
Epoch 8, Loss: 0.25957, Accuracy: 92.78, Test Loss: 0.27424, Test Accuracy: 92.19, Time:   9.5s
Epoch 9, Loss: 0.25904, Accuracy: 92.82, Test Loss: 0.27705, Test Accuracy: 92.29, Time:   9.3s
Epoch 10, Loss: 0.26255, Accuracy: 92.62, Test Loss: 0.27854, Test Accuracy: 91.95, Time:   9.3s
Epoch 11, Loss: 0.25968, Accuracy: 92.78, Test Loss: 0.27092, Test Accuracy: 92.35, Time:   9.3s
Epoch 12, Loss: 0.25684, Accuracy: 92.89, Test Loss: 0.27703, Test Accuracy: 92.25, Time:   9.2s
Epoch 13, Loss: 0.25667, Accuracy: 92.9, Test Loss: 0.27115, Test Accuracy: 92.35, Time:   9.9s
Epoch 14, Loss: 0.25959, Accuracy: 92.8, Test Loss: 0.26582, Test Accuracy: 92.56, Time:   9.6s
Epoch 15, Loss: 0.25792, Accuracy: 92.83, Test Loss: 0.27206, Test Accuracy: 92.34, Time:   12.8s
Epoch 16, Loss: 0.25814, Accuracy: 92.8, Test Loss: 0.27185, Test Accuracy: 92.06, Time:   11.3s
Epoch 17, Loss: 0.25431, Accuracy: 92.91, Test Loss: 0.26957, Test Accuracy: 92.51, Time:   10.4s
Epoch 18, Loss: 0.25115, Accuracy: 92.99, Test Loss: 0.27039, Test Accuracy: 92.5, Time:   9.6s
Epoch 19, Loss: 0.25756, Accuracy: 92.81, Test Loss: 0.27081, Test Accuracy: 92.41, Time:   9.2s
Epoch 20, Loss: 0.25197, Accuracy: 92.93, Test Loss: 0.30379, Test Accuracy: 91.32, Time:   9.4s
Epoch 21, Loss: 0.25757, Accuracy: 92.72, Test Loss: 0.26915, Test Accuracy: 92.57, Time:   9.5s
Epoch 22, Loss: 0.24497, Accuracy: 93.34, Test Loss: 0.27086, Test Accuracy: 92.26, Time:   9.3s
Epoch 23, Loss: 0.25399, Accuracy: 92.88, Test Loss: 0.27125, Test Accuracy: 92.49, Time:   9.6s
Epoch 24, Loss: 0.24547, Accuracy: 93.1, Test Loss: 0.26786, Test Accuracy: 92.47, Time:   9.3s
Epoch 25, Loss: 0.24629, Accuracy: 93.22, Test Loss: 0.28003, Test Accuracy: 92.38, Time:   9.6s
Epoch 26, Loss: 0.25009, Accuracy: 92.96, Test Loss: 0.27336, Test Accuracy: 92.51, Time:   9.4s
Epoch 27, Loss: 0.24521, Accuracy: 93.22, Test Loss: 0.26696, Test Accuracy: 92.61, Time:   9.4s
Epoch 28, Loss: 0.24675, Accuracy: 93.12, Test Loss: 0.27756, Test Accuracy: 92.04, Time:   9.2s
Epoch 29, Loss: 0.24566, Accuracy: 93.17, Test Loss: 0.26749, Test Accuracy: 92.41, Time:   9.4s
Epoch 30, Loss: 0.24537, Accuracy: 93.15, Test Loss: 0.28035, Test Accuracy: 91.89, Time:   9.5s
Epoch 31, Loss: 0.24811, Accuracy: 93.07, Test Loss: 0.26885, Test Accuracy: 92.5, Time:   9.1s
Epoch 32, Loss: 0.24454, Accuracy: 93.15, Test Loss: 0.2659, Test Accuracy: 92.57, Time:   8.9s
Epoch 33, Loss: 0.24317, Accuracy: 93.18, Test Loss: 0.26616, Test Accuracy: 92.65, Time:   9.4s
Epoch 34, Loss: 0.24197, Accuracy: 93.27, Test Loss: 0.26699, Test Accuracy: 92.52, Time:   9.4s
Epoch 35, Loss: 0.247, Accuracy: 93.05, Test Loss: 0.26561, Test Accuracy: 92.7, Time:   9.5s
Epoch 36, Loss: 0.2431, Accuracy: 93.27, Test Loss: 0.26802, Test Accuracy: 92.47, Time:   9.0s
Epoch 37, Loss: 0.24384, Accuracy: 93.19, Test Loss: 0.26857, Test Accuracy: 92.67, Time:   9.0s
Epoch 38, Loss: 0.24894, Accuracy: 93.08, Test Loss: 0.26643, Test Accuracy: 92.57, Time:   9.7s
Epoch 39, Loss: 0.24475, Accuracy: 93.16, Test Loss: 0.28796, Test Accuracy: 91.86, Time:   8.8s
Epoch 40, Loss: 0.25888, Accuracy: 92.76, Test Loss: 0.27301, Test Accuracy: 92.56, Time:   9.1s
Epoch 41, Loss: 0.24273, Accuracy: 93.24, Test Loss: 0.27424, Test Accuracy: 92.48, Time:   9.2s
Epoch 42, Loss: 0.24483, Accuracy: 93.17, Test Loss: 0.2747, Test Accuracy: 92.44, Time:   9.0s
Epoch 43, Loss: 0.24308, Accuracy: 93.19, Test Loss: 0.27371, Test Accuracy: 92.54, Time:   9.2s
